Title,Artist,Key,Tempo,Genre,Album,Grouping,Date Added,Location,Comment,Year,Overall Volume,Energy,CuePoints,ClippedPeaks
"Born Again","Tedashii","8A",150.0,"Rap & Hip-Hop","Kingdom People","",1/13/2024,"C:\iTunes\Music\Tedashii\Kingdom People\03 Born Again.mp3","8A - 5",2006,-17.9 dB,5,7,0
"TRAGEDIA (BONUS)","MARC ANTHONY","12A",115.0,"SALSA","LIBRE","",1/13/2024,"C:\iTunes\Music\MARC ANTHONY\LIBRE\10 TRAGEDIA (BONUS).mp3","12A - 7",2001,-10.6 dB,7,4,1186
"Artsy Remix (feat. The Grouch)","edIT","6A",100.0,"Glitch","Certified Air Raid Material","",1/13/2024,"C:\iTunes\Music\edIT\Certified Air Raid Material\03 Artsy Remix (feat. The Grouch).mp3","6A - 7",2007,-9.1 dB,7,8,22669
"The Big Afraid","65daysofstatic","9A",112.1,"Post-Rock/Math-Rock","One Time for All Time","",6/29/2023,"C:\iTunes\Music\65daysofstatic\One Time for All Time\07 The Big Afraid.mp3","9A - 3",2005,-10.2 dB,3,7,2424
"Me Arrepiento","Elvis Crespo","8A",124.3,"Merengue","Suavemente","",1/13/2024,"C:\iTunes\Music\Elvis Crespo\Suavemente\04 Me Arrepiento.mp3","8A - 7",1998,-10.8 dB,7,8,148
"DAME TU FRIKONA DJ TOOL - 110BPM","Radical One","8A",110.0,"","RADICAL ONE PRESENTS: MANGU DADDY EDITS VOL. 2","",6/30/2023,"C:\Users\louis.media\Music\Radical One Full Collection\Radical One - RADICAL ONE PRESENTS- MANGU DADDY EDITS VOL. 2\Radical One - RADICAL ONE PRESENTS- MANGU DADDY EDITS VOL. 2 - 08 DAME TU FRIKONA DJ TOOL - 110BPM.mp3","8A - 7 - Visit http://radicalone.bandcamp.com",2019,-11.7 dB,7,1,27
"Still The Same Man (Original Club Mix)","Nicky Romero, Nilson, John Christian","4A",128.0,"","Beatport Top 100 April 2013","",1/13/2024,"C:\iTunes\Music\Nicky Romero, Nilson, John Christian\Beatport Top 100 April 2013\83 Still The Same Man (Original Club Mix).mp3","4A - 7",2013,-8.7 dB,7,8,20867
"Vision For The Future","Luke Vibert & Jean-Jacques Perrey","4A",129.2,"Electronica/IDM","Moog Acid","",1/13/2024,"C:\iTunes\Music\Luke Vibert & Jean-Jacques Perrey\Moog Acid\08 Vision For The Future.mp3","4A - 7",2007,-11.1 dB,7,8,12
"Pissed Up In SE1","AFX","7A",111.4,"Electronic","Analord 02","",6/29/2023,"C:\iTunes\Music\AFX\Analord 02\03 Pissed Up In SE1.mp3","7A - 4",2005,-13.8 dB,4,6,6
"Blockbusters","Boards Of Canada","3A",120.6,"Electronica","A Few Old Tunes","",1/13/2024,"C:\iTunes\Music\Boards of Canada\A Few Old Tunes\17 Blockbusters.mp3","3A - 4 - All",1996,-22.7 dB,4,5,0
"Factory Training","Amon Tobin","3A",81.0,"Electronica","Taxidermia EP","",6/29/2023,"C:\iTunes\Music\Amon Tobin\Taxidermia EP\08 Factory Training.mp3","3A - 5",2008,-12.0 dB,5,3,43
"Gimme A Second (Prod by Boi-1da) (DatPiff Exclusive)","Lecrae","5A",82.0,"Hip-Hop","Church Clothes","",1/13/2024,"C:\iTunes\Music\Compilations\Church Clothes\13 Gimme A Second (Prod by Boi-1da) (DatPiff Exclusive).mp3","5A - 6",,-16.4 dB,6,8,0
"Hedonism (Kissy Sell Out Remix)","Skunk Anansie","12B",132.0,"Electronica","Xmas Blowout","",1/13/2024,"C:\iTunes\Music\Kissy Sell Out's\Xmas Blowout\02 Hedonism (Kissy Sell Out Remix).mp3","12B - 7",,-10.8 dB,7,8,31
"Mokujin - Mandy","Dred Collective","5A",82.5,"","Mokujin - Molly & Mandy EP","",1/13/2024,"C:\iTunes\Music\Dred Collective\Mokujin - Molly & Mandy EP\04 Mokujin - Mandy.mp3","5A - 7 - Visit http://dredcollective.bandcamp.com",2017,-11.5 dB,7,8,0
"Spy","The Seatbelts/Yoko Kanno","4A",127.4,"Soundtrack - Anime","Cowboy Bebop OST 2 - Vitaminless","",1/13/2024,"C:\iTunes\Music\The Seatbelts_Yoko Kanno\Cowboy Bebop OST 2 - Vitaminless\05 Spy.mp3","4A - 4",1998,-14.1 dB,4,8,1
"Voices Carry","'Til Tuesday","6A",105.1,"Pop","80's Pop Hits Disc I","",1/13/2024,"C:\iTunes\Music\'Til Tuesday\80's Pop Hits Disc I\12 Voices Carry.mp3","6A - 6",2001,-18.6 dB,6,8,0
"Let It Pass","Snow Fox Apprentice","8A",93.0,"","The Essenchills Volume 1","",1/13/2024,"C:\iTunes\Music\Chillhop Records\The Essenchills Volume 1\06 Let It Pass.mp3","8A - 6 - Visit http://chillhop.bandcamp.com",2014,-12.5 dB,6,7,0
"Lava Lava (Feadz Aval Aval Mix)","Boys Noize","5A",133.3,"Electro","Lava Lava","",1/13/2024,"C:\iTunes\Music\Boys Noize\Lava Lava\02 Lava Lava (Feadz Aval Aval Mix) 2.mp3","5A - 7",2007,-9.1 dB,7,8,3890
"Sweet Dreams (Avicii Swede Dub Mix)","Avicii","1A",128.0,"House","","trance-galore.com",6/29/2023,"C:\iTunes\Music\Avicii\Unknown Album\Sweet Dreams (Avicii Swede Dub Mix).mp3","1A - 8",2011,-13.1 dB,8,8,40
"Your Favorite Place","Joey Pecoraro","8A",156.0,"","Chillhop Essentials - Winter 2017","",1/13/2024,"C:\iTunes\Music\Chillhop Records\Chillhop Essentials - Winter 2017\04 Your Favorite Place.mp3","8A - 3 - Visit http://chillhop.bandcamp.com",2017,-14.1 dB,3,8,0
"-MALANG SA-2020","#KL PRODUCTION","6A",103.9,"","","",6/29/2023,"C:\Users\louis.media\Downloads\-MALANG SA-2020.mp3","6A - 5",2020,-11.6 dB,5,8,3897
"I Knew It Was You","Opihi Pickers","11B",100.9,"","Beginnings","",1/13/2024,"C:\iTunes\Music\Opihi Pickers\Beginnings\07 I Knew It Was You.mp3","11B - 4",2001,-12.6 dB,4,8,3
"Too Good Too Bad","The Seatbelts/Yoko Kanno","3A",122.8,"Soundtrack - Anime","Cowboy Bebop OST 1 - Cowboy Bebop","",1/13/2024,"C:\iTunes\Music\The Seatbelts_Yoko Kanno\Cowboy Bebop OST 1 - Cowboy Bebop\11 Too Good Too Bad.mp3","3A - 7",1998,-14.8 dB,7,7,510
"11 Glamour & Glitz","A Tribe Called Quest","9A",96.0,"","","",6/29/2023,"C:\iTunes\Music\A Tribe Called Quest\Unknown Album\11 11 Glamour & Glitz.mp3","9A - 5",,-13.6 dB,5,8,695
"DAY 25","Ta-ku","7A",92.0,"","50 Days For Dilla (Vol. 1)","",1/13/2024,"C:\iTunes\Music\Ta-ku\50 Days For Dilla (Vol. 1)\25 DAY 25.mp3","7A - 6",2012,-11.4 dB,6,8,110
"Don't Think Twice","Wonder Who?","6B",88.6,"Other","25th Anniversary Collection (CD 2)","",1/13/2024,"C:\iTunes\Music\Wonder Who_\25th Anniversary Collection (CD 2)\07 Don't Think Twice.mp3","6B - 4",1965,-17.5 dB,4,6,9
"From The Future","Mitch Murder","8A",146.0,"Soundtrack","Kung Fury (Original Motion Picture Soundtrack) WEB","",1/13/2024,"C:\iTunes\Music\Mitch Murder\Kung Fury (Original Motion Picture Soundtrack) WEB\11 From The Future.mp3","8A - 7",2015,-11.4 dB,7,8,293
"Mr. Pleasant","The Kinks","8A",94.7,"Rock/Pop","The Ultimate Collection","",1/13/2024,"C:\iTunes\Music\The Kinks\The Ultimate Collection\2-04 Mr. Pleasant.mp3","8A - 6",1967,-12.9 dB,6,6,2
"Action","Oh No","6A",92.0,"Hip Hop","Dr. No's Oxperiment","",1/13/2024,"C:\iTunes\Music\Oh No\Dr. No's Oxperiment\19 Action.mp3","6A - 7 - [-X-] UKP 2K7 [-X-]",2007,-13.2 dB,7,8,8
"808JNGL","Dred Collective","4A",80.0,"","1NDV - UNDERGROUND JAP","",1/13/2024,"C:\iTunes\Music\Dred Collective\1NDV - UNDERGROUND JAP\02 808JNGL.mp3","4A - 6 - Visit http://dredcollective.bandcamp.com",2016,-10.0 dB,6,8,0
"Want It All Back","The Seatbelts/Yoko Kanno","6A",138.8,"Soundtrack - Anime","Cowboy Bebop OST 3 - No Disc","",1/13/2024,"C:\iTunes\Music\The Seatbelts_Yoko Kanno\Cowboy Bebop OST 3 - No Disc\07 Want It All Back.mp3","6A - 7",1998,-11.1 dB,7,8,6120
"The Line","Lecrae","5A",94.0,"Rap & Hip Hop","Real Talk","",1/13/2024,"C:\iTunes\Music\Lecrae\Real Talk\10 The Line.mp3","5A - 6",2005,-17.3 dB,6,8,0
"The Punch (Reprise)","Bag Raiders","7A",131.0,"Other","Bang Gang 12inches","",6/29/2023,"C:\iTunes\Music\Bag Raiders\Bang Gang 12inches\The Punch (Reprise).mp3","7A - 7",,-12.6 dB,7,8,56
"It's Not Over Yet!","Konami","9A",112.9,"Other","Metal Gear Solid Sound Clips","",1/13/2024,"C:\iTunes\Music\Konami\Metal Gear Solid Sound Clips\It's Not Over Yet!.mp3","9A - 2",2008,-13.7 dB,2,1,0
"AudioTrack 05","no artist","5A",139.1,"Unknown","no title","",1/13/2024,"C:\iTunes\Music\no artist\no title\05 AudioTrack 05 1.mp3","5A - 5",,-13.6 dB,5,8,96
"Swedish House Mafia - Miami 2 Ibiza Instrumental","Swedish House Mafia","6A",86.5,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\Swedish House Mafia - Miami 2 Ibiza Instrumental.mp3","6A - 8",,-12.3 dB,8,8,112
"Rock This Dream feat. Roland Clark (Original Mix)","051. Henrix feat. Roland Clark","6A",128.0,"","(soundz4.me) presents Beatport Top 100 April 2013","",6/29/2023,"C:\iTunes\Music\(soundz4.me)\(soundz4.me) presents Beatport Top 100 April 2013\Rock This Dream feat. Roland Clark (Original Mix).mp3","6A - 7",,-8.5 dB,7,8,26609
"The Hanging Tree (Bonus Track)","Marty Robbins","1A",91.4,"Country","Gunfighter Ballads And Trail Songs","",1/13/2024,"C:\iTunes\Music\Marty Robbins\Gunfighter Ballads And Trail Songs\13 The Hanging Tree (Bonus Track).mp3","1A - 4",1959,-19.2 dB,4,3,0
"Meet The Mets Theme 1962","","3A",140.7,"","","",6/29/2023,"D:\Breakfast Beats\Meet the mets\Meet The Mets Project\Samples\Imported\Meet The Mets Theme 1962.mp3","3A - 5",,-19.5 dB,5,3,0
"""Cornelius Video Edit"" - Myspace version","The Bloody Beetroots","8A",126.0,"","myspace.com/thebloodybeetroots","",1/13/2024,"C:\iTunes\Music\The Bloody Beetroots\myspace.com_thebloodybeetroots\_Cornelius Video Edit_ - Myspace version.mp3","8A - 8",,-10.5 dB,8,8,2411
"Holdin On (Nightriders Remix)","Justin Faust","6A",129.0,"","Justelectro.Blogspot.Com","",1/13/2024,"C:\iTunes\Music\Justin Faust\Justelectro.Blogspot.Com\01 Holdin On (Nightriders Remix).mp3","6A - 7",2010,-15.2 dB,7,8,0
"Melanine","Tycho","1A",146.0,"Ambient","Dive","",1/13/2024,"C:\iTunes\Music\Tycho\Dive\07 Melanine.mp3","1A - 3",2011,-11.4 dB,3,8,4
"RK5_long_fx_05_reibungen","Florian Meindl","4A",96.7,"Tech House","","",1/13/2024,"C:\iTunes\Music\Unknown Artist\Unknown Album\RK5_long_fx_05_reibungen.wav","4A - 4",,-21.0 dB,4,1,0
"04. black lodge - horse with no name","2 Many DJ's","8A",127.4,"Dance","As Heard On Radio Soulwax - Part 7","",6/29/2023,"C:\iTunes\Music\2 Many DJ's\As Heard On Radio Soulwax - Part 7\04. black lodge - horse with no name.mp3","8A - 6",,-17.6 dB,6,7,0
"Apollo-Gize","Digitalism","8A",133.0,"Electronic","Idealism","",1/13/2024,"C:\iTunes\Music\Digitalism\Idealism\15 Apollo-Gize.m4a","8A - 5",2007,-10.9 dB,5,6,255
"Formerly Known Bro Greg Remix","","6A",134.0,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\Formerly Known Bro Greg Remix.mp3","6A - 7",,-15.7 dB,7,6,0
"I Miss You","Harold Melvin & Blue Notes","10B",128.7,"R&B","The Ultimate Blue Notes","",1/13/2024,"C:\iTunes\Music\Harold Melvin & the Blue Notes\The Ultimate Blue Notes\10 I Miss You.mp3","10B - 3",2001,-15.6 dB,3,8,24
"Picasso Baby","JAY Z","6A",89.0,"Hip Hop/
Rap","Magna Carta... Holy Grail","",1/13/2024,"C:\iTunes\Music\JAY Z\Magna Carta... Holy Grail\02 Picasso Baby.mp3","6A - 5",2013,-10.2 dB,5,8,1786
"Book Of Love","","6B",99.6,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\Book Of Love.mp3","6B - 4",,-21.2 dB,4,3,0
"Get On Down","Louis La Roché","10A",125.5,"French House","The Peach EP","",1/13/2024,"C:\iTunes\Music\Louis La Roché\The Peach EP\05 Get On Down.mp3","10A - 6",2008,-11.9 dB,6,7,2765
"Jesus Is A Friend Of Mine","Sonseed","12B",152.0,"Religious","First Fruit","",1/13/2024,"C:\iTunes\Music\Sonseed\First Fruit\03 Jesus Is A Friend Of Mine.m4a","12B - 6",1983,-23.6 dB,6,8,0
"Don't Believe The Hype","Boys Noize","9A",123.0,"Electro","Oi Oi Oi","",1/13/2024,"C:\iTunes\Music\Boys Noize\Oi Oi Oi\12 Don't Believe The Hype.mp3","9A - 7",2007,-12.7 dB,7,8,425
"Sarcacid Part 2","Squarepusher","11B",157.3,"","Burningn'n Tree","",1/13/2024,"C:\iTunes\Music\Squarepusher\Burningn'n Tree\12 Sarcacid Part 2.mp3","11B - 5",,-14.6 dB,5,8,3
"Baby Bottle (Original)","Jaceo","10A",126.0,"house","Ibiza Not Ibiza 2012","",1/13/2024,"C:\iTunes\Music\Various Artists\Ibiza Not Ibiza 2012\Baby Bottle (Original).mp3","10A - 6",2012,-11.0 dB,6,8,6
"Careless","Ray Rock","9A",91.4,"Christian Rap","The Lost tapes","",1/13/2024,"C:\iTunes\Music\Ray Rock\The Lost tapes\02 Careless.m4a","9A - 4",,-22.6 dB,4,8,0
"Gavin Bryars , Raising The Titanic (Big Drum Mix)","Aphex Twin","4B",95.0,"Electronic","26 Mixes For Cash [CD1]","",6/29/2023,"C:\iTunes\Music\Aphex Twin\26 Mixes For Cash [CD1]\02 Gavin Bryars , Raising The Titanic (Big Drum Mix).mp3","4B - 6",2003,-15.4 dB,6,8,207
"N.Y.C","Ray Rock","12A",95.0,"Instrumental","The Lost tapes ","",1/13/2024,"C:\iTunes\Music\Ray Rock\The Lost tapes\01 N.Y.C.mp3","12A - 5",,-19.7 dB,5,8,0
"Track 03","Ray Rock","1A",84.3,"","","",1/13/2024,"C:\iTunes\Music\Ray Rock\Unknown Album\Track 03.mp3","1A - 5",,-18.5 dB,5,8,1
"You Know My Name (Look Up The Number)","The Beatles","10B",118.2,"Rock","Anthology 2 - Disc 2","",1/13/2024,"C:\iTunes\Music\The Beatles\Anthology 2 - Disc 2\13 You Know My Name (Look Up The Number).mp3","10B - 5",1996,-19.7 dB,5,5,0
"Mr. Wobble's Nightmare","Kid606","5A",127.0,"Electronic","Shout at the Doner","",1/13/2024,"C:\iTunes\Music\Kid606\Shout at the Doner\03 Mr. Wobble's Nightmare.mp3","5A - 8",2009,-11.1 dB,8,8,107
"Think Twice","Celine Dion","7A",134.4,"Pop","The Essential","",1/13/2024,"C:\iTunes\Music\Celine Dion\The Essential\02 Think Twice.mp3","7A - 5",2011,-14.4 dB,5,8,420
"Ali Payami vs Warp Brothers - Blade ( Ali Payami Remix)","Ali Payami vs Warp Brothers","1A",130.0,"","www.ellinadiko.com","",6/29/2023,"C:\iTunes\Music\Unknown Artist\www.ellinadiko.com\Ali Payami vs Warp Brothers - Blade ( Ali Payami Remix).mp3","1A - 8",,-12.1 dB,8,8,13
"Lordz Knights - Lordz Knights - 00 - oh man","Ray Rock","8A",80.0,"Instrumental","Stainless steel","",1/13/2024,"C:\iTunes\Music\Ray Rock\Stainless steel\Lordz Knights - Lordz Knights - 00 - oh man.mp3","8A - 8                              ",2006,-17.2 dB,8,6,0
"Machine Girl - Hidden Power (Phase δ)","Dred Collective","6A",127.5,"","Machine Girl - WLFGRL","",1/13/2024,"C:\iTunes\Music\Dred Collective\Machine Girl - WLFGRL\12 Machine Girl - Hidden Power (Phase δ).mp3","6A - 7 - Visit http://dredcollective.bandcamp.com",2014,-11.4 dB,7,5,134
"Don't Waste Your Life","","5A",143.3,"Rap & Hip-Hop","Rebel","",6/29/2023,"C:\iTunes\Music\Lecrae\Rebel\02 Don't Waste Your Life.mp3","5A - 7",,-10.2 dB,7,5,35
"MOVIMIENTO DE DIEGO","Radical One","10A",95.0,"","Radical One Presents: Mangu Daddy Edits Vol. 1","",6/30/2023,"C:\Users\louis.media\Music\Radical One Full Collection\Radical One - Radical One Presents- Mangu Daddy Edits Vol. 1\Radical One - Radical One Presents- Mangu Daddy Edits Vol. 1 - 03 MOVIMIENTO DE DIEGO.mp3","10A - 6 - Visit http://radicalone.bandcamp.com",2018,-10.1 dB,6,8,3
"Have Yourself A Merry Little Christmas","Judy Garland琀","2B",131.9,"Other Holiday","Merry Christmas","",1/13/2024,"C:\iTunes\Music\Various Artists\Merry Christmas\15 Have Yourself A Merry Little Christmas.mp3","2B - 2",2003,-19.7 dB,2,3,0
"Something About You (Extended)","Level 42","12B",105.0,"","","",1/13/2024,"C:\iTunes\Music\Level 42\Unknown Album\01 Something About You (Extended).mp3","12B - 7",,-20.1 dB,7,8,0
"Escapemonos (con Jennifer Lopez)","","5A",80.0,"Other","By.Rosmary","",6/29/2023,"C:\iTunes\Music\Unknown Artist\By.Rosmary\02 Escapemonos (con Jennifer Lopez).mp3","5A - 5",,-13.4 dB,5,4,281
"Taylors Dinosaur Song","","4A",128.0,"","","",6/29/2023,"D:\Breakfast Beats\Taylors Dinosaur Song Project\Taylors Dinosaur Song.wav","4A - 6",,-16.1 dB,6,5,0
"Item Bounce","Kirby Air Ride","5A",79.5,"Game","Kirby Air Ride","",1/13/2024,"C:\Users\louis.media\Documents\Soulseek Downloads\complete\astrials\kirby air ride\53 - Item Bounce.mp3","5A - 4",2003,-18.1 dB,4,8,3
"Underwear Everywhere","Kid606","2B",138.0,"Electronic","Shout at the Doner","",1/13/2024,"C:\iTunes\Music\Kid606\Shout at the Doner\16 Underwear Everywhere.mp3","2B - 7",2009,-11.0 dB,7,8,139
"Wow! It's Now!","Luke Vibert","8B",95.0,"Electronic/IDM","Rhythm","",1/13/2024,"C:\iTunes\Music\Luke Vibert\Rhythm\01 Wow! It's Now!.mp3","8B - 5",2008,-9.8 dB,5,8,1668
"Destockage Massif","Alex Gopher","5A",115.9,"French House","Etienne De Crécy Presents Super Discount","",6/29/2023,"C:\iTunes\Music\Etienne De Crecy\Etienne De Crécy Presents Super Discount\1-10 Destockage Massif.mp3","5A - 6",1997,-13.5 dB,6,8,501
"21. beyonce - crazy in love","2 Many DJ's","7A",99.3,"Dance","As Heard On Radio Soulwax - Part 7","",6/29/2023,"C:\iTunes\Music\2 Many DJ's\As Heard On Radio Soulwax - Part 7\21. beyonce - crazy in love.mp3","7A - 7",,-18.7 dB,7,8,0
"Austin Marc - so much hype","Austin Marc","7A",127.0,"","","",1/2/2024,"C:\Users\louis.media\Downloads\OUIE 7\Austin Marc - so much hype.wav","7A - 6",,-8.7 dB,6,6,4626
"Don't Go Down to Sorrow","65daysofstatic","4A",95.6,"Post-Rock/Math-Rock","Don't Go Down to Sorrow EP","",6/29/2023,"C:\iTunes\Music\65daysofstatic\Don't Go Down to Sorrow EP\01 Don't Go Down to Sorrow.mp3","4A - 7",2007,-16.0 dB,7,3,32
"What You're Doing","The Beatles","10B",129.0,"Pop/Rock","Beatles for Sale","",1/13/2024,"C:\iTunes\Music\The Beatles\Beatles for Sale\13 What You're Doing.mp3","10B - 4",1965,-14.2 dB,4,8,0
"I Saw Mummy Kissing Santa Claus","Teresa Brewer","6B",130.6,"Chirstmas Songs","Top Christmas Songs of All Time","",1/13/2024,"C:\iTunes\Music\Teresa Brewer\Top Christmas Songs of All Time\04 I Saw Mummy Kissing Santa Claus.mp3","6B - 3",1997,-13.7 dB,3,3,0
"Crib Funk","Plug","11A",80.4,"Drum & Bass","Drum 'n' Bass For Papa","",1/13/2024,"C:\iTunes\Music\Plug\Drum 'n' Bass For Papa\05 Crib Funk.mp3","11A - 5",1997,-18.0 dB,5,8,0
"Carnival (Ft. Yo-Zu)","","12A",130.0,"","","",6/29/2023,"C:\Users\louis.media\Downloads\Carnival (Ft. Yo-Zu).m4a","12A - 8",,-11.7 dB,8,7,6147
"thunder cats theme song","Theme Song","10B",96.6,"Theme Song","Theme Song","",1/13/2024,"C:\iTunes\Music\Theme Song\Theme Song\thunder cats theme song.mp3","10B - 4",,-13.1 dB,4,7,2
"Das Pop - Fool For Love (SebastiAn Remix)","SebastiAn","6A",132.0,"Electronic","Remixes","",1/13/2024,"C:\iTunes\Music\Sebastian\Remixes\Das Pop - Fool For Love (SebastiAn Remix).mp3","6A - 7",2007,-12.0 dB,7,7,280
"Larva (Far Away) (Pegboard Nerds Remix)","086. Morten Breum","3A",87.0,"","(soundz4.me) presents Beatport Top 100 April 2013","",6/29/2023,"C:\iTunes\Music\(soundz4.me)\(soundz4.me) presents Beatport Top 100 April 2013\Larva (Far Away) (Pegboard Nerds Remix).mp3","3A - 8",,-7.9 dB,8,8,28973
"Christ Is","Ray Rock","6A",95.0,"Christian Rap","The Lost tapes","",1/13/2024,"C:\iTunes\Music\Ray Rock\The Lost tapes\09 Christ Is.m4a","6A - 6",,-14.3 dB,6,8,573
"Fall Into a Trance","Jimmy Ross","8A",123.0,"House","First True Love Affair","",9/8/2021,"C:\Users\louis.media\Music\Disco\Fall Into a Trance Jimmy Ross.mp3","8A - 7",1981,-30.0 dB,7,8,0
"Love Featuring Nicolette","DJ CAM","2A",90.0,"","Seven","",1/13/2024,"C:\iTunes\Music\DJ CAM\Seven\04 Love Featuring Nicolette.mp3","2A - 3",,-13.2 dB,3,8,225
"05 Shout","","7B",139.4,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\05 Shout.mp3","7B - 6",,-12.9 dB,6,3,2
"D6","Native Instruments","4A",108.7,"","","",1/13/2024,"C:\iTunes\Music\Unknown Artist\Unknown Album\D6.wav","4A - 3",,-16.9 dB,3,0,0
"Lively Up Yourself","Bob Marley & The Wailers","9B",127.5,"Reggae","Rastaman Vibration","",1/13/2024,"C:\iTunes\Music\Bob Marley & The Wailers\Rastaman Vibration\2-09 Lively Up Yourself.mp3","9B - 5",1973,-14.9 dB,5,8,1335
"Marco Demark - Tiny Dancer (Deadmau5)","Marco Demark","7A",125.0,"Electronica & Dance","Mixed","",6/29/2023,"C:\iTunes\Music\Deadmau5\Mixed\Marco Demark - Tiny Dancer (Deadmau5).mp3","7A - 6",,-9.2 dB,6,5,1667
"Longwayhome","Fenick, Delayde","6B",123.0,"","Chillhop Essentials Fall 2019","",1/13/2024,"C:\iTunes\Music\Chillhop Music\Chillhop Essentials Fall 2019\05 Longwayhome.mp3","6B - 3 - Visit http://chillhop.bandcamp.com",2019,-13.4 dB,3,8,143
"RESAMPLE 0003 [2020-08-06 204622]","","6A",137.1,"","","",6/29/2023,"D:\Breakfast Beats\Taylors Dinosaur Song Project\Samples\Recorded\RESAMPLE 0003 [2020-08-06 204622].wav","6A - 3",,-9.6 dB,3,0,0
"Johnny O. - Fantasy Girl","Johnny O.","8A",127.0,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\Johnny O. - Fantasy Girl.mp3","8A - 7",,-11.1 dB,7,8,8739
"Gold On The Ceiling","The Black Keys","6A",130.5,"Rock","El Camino","",1/13/2024,"C:\iTunes\Music\The Black Keys\El Camino\03 Gold On The Ceiling.mp3","6A - 6",2011,-10.1 dB,6,8,70
"Que Sera Mi Vida","Gibson Brothers","2B",128.8,"Pop","","",1/13/2024,"C:\iTunes\Music\Gibson Brothers\Unknown Album\Que Sera Mi Vida.mp3","2B - 8",,-16.8 dB,8,7,0
"Winning Ugly","The Rolling Stones","8B",133.8,"Rock","Greatest Hits Disc 3","",1/13/2024,"C:\iTunes\Music\The Rolling Stones\Greatest Hits Disc 3\16 Winning Ugly.mp3","8B - 6",2008,-14.2 dB,6,8,243
"Sun It Rises","Fleet Foxes","10B",112.1,"Alternative","Fleet Foxes","",1/13/2024,"C:\iTunes\Music\Fleet Foxes\Fleet Foxes\01 Sun It Rises.mp3","10B - 4",2008,-13.9 dB,4,8,60
"Brown Eyed Girl","Ka'au Crater Boys","12B",151.1,"","The Best Of","",1/13/2024,"C:\iTunes\Music\Ka'au Crater Boys\The Best Of\04 Brown Eyed Girl.mp3","12B - 3",1998,-19.1 dB,3,7,0
"Where The White Boys Dance (Bonus Track)","The Killers","2A",107.2,"Rock","Sam's Town","",1/13/2024,"C:\iTunes\Music\The Killers\Sam's Town\13 Where The White Boys Dance (Bonus Track).mp3","2A - 8",2006,-11.7 dB,8,5,4850
"Hidden1 & Strange Future - Marauder","Dred Collective","3A",156.0,"","Dred Collective : Vol. 2","",1/13/2024,"C:\iTunes\Music\Dred Collective\Dred Collective _ Vol. 2\20 Hidden1 & Strange Future - Marauder.mp3","3A - 7 - Visit http://dredcollective.bandcamp.com",2014,-9.7 dB,7,8,1642
"Ticket To Ride","The Beatles","11B",124.5,"Rock","Anthology 2 - Disc 1","",1/13/2024,"C:\iTunes\Music\The Beatles\Anthology 2 - Disc 1\10 Ticket To Ride.mp3","11B - 4",1996,-17.0 dB,4,8,0
"Sacred Love","Bad Brains","11A",115.9,"Punk","I Against I","",6/29/2023,"C:\iTunes\Music\Bad Brains\I Against I\08 Sacred Love.mp3","11A - 6",1986,-21.1 dB,6,8,0
"Machine Girl - Krystle (Ligaments' Red Button Remix)","Dred Collective","12A",170.5,"","Machine Girl - WLFGRL Remixes B","",1/13/2024,"C:\iTunes\Music\Dred Collective\Machine Girl - WLFGRL Remixes B\04 Machine Girl - Krystle (Ligaments' Red Button Remix).mp3","12A - 6 - Visit http://dredcollective.bandcamp.com",2014,-10.4 dB,6,8,1259
"End of Line","Daft Punk","8A",98.0,"Soundtrack","Tron: Legacy (Cd1)","",1/13/2024,"C:\iTunes\Music\Daft Punk\Tron_ Legacy (CD1)\1-12 End of Line 1.mp3","8A - 5",2010,-13.0 dB,5,8,0
"Trailer Music - Carmina Burana - Carl Orff - O Fortuna","Cinema Themes and Music","7A",138.9,"Soundtrack","Cinema Themes and Music","",1/13/2024,"C:\iTunes\Music\Cinema Themes and Music\Cinema Themes and Music\Trailer Music - Carmina Burana - Carl Orff - O Fortuna.mp3","7A - 4",,-23.6 dB,4,8,0
"Luna de Miel en Puerto Rico","Bobby Capo","2A",133.0,"Latin","Una Noche en Puerto Rico","",1/13/2024,"D:\Breakfast Beats\Merengue\Untitled Session 1\Imported Files\07 Luna de Miel en Puerto Rico.mp3","2A - 4",,-21.8 dB,4,8,0
